SampleID	marker	SRA_accession	BioSample_accession	BioProject_accession
WRONG-SO-03	COI	SRR7969678	SAMN10182081	PRJNA494857
WRONG-UN-01	COI	SRR7969679	SAMN10182082	PRJNA494857
WRONG-UN-02	COI	SRR7969429	SAMN10182083	PRJNA494857
WRONG-UN-03	COI	SRR7969430	SAMN10182084	PRJNA494857
CAKE-01	COI	SRR7985943	SAMN10187732	PRJNA494857
CAKE-02	COI	SRR7985942	SAMN10187733	PRJNA494857
CAKE-03	COI	SRR7985945	SAMN10187734	PRJNA494857
CAKE-04	COI	SRR7985944	SAMN10187735	PRJNA494857
CAKE-05	COI	SRR7985939	SAMN10187736	PRJNA494857
CAKE-Blank	COI	SRR7985938	SAMN10187737	PRJNA494857
CHIP-01	COI	SRR7985941	SAMN10187738	PRJNA494857
CHIP-02	COI	SRR7985940	SAMN10187739	PRJNA494857
CHIP-03	COI	SRR7985947	SAMN10187740	PRJNA494857
CHIP-04	COI	SRR7985946	SAMN10187741	PRJNA494857
CHIP-05	COI	SRR7986029	SAMN10187742	PRJNA494857
CHIP-Blank	COI	SRR7986028	SAMN10187743	PRJNA494857
Empty-Plate2-01	COI	SRR7986027	SAMN10187744	PRJNA494857
Empty-Plate2-02	COI	SRR7986007	SAMN10187745	PRJNA494857
Empty-Plate2-03	COI	SRR7986025	SAMN10187746	PRJNA494857
Empty-Plate2-04	COI	SRR7986024	SAMN10187747	PRJNA494857
Empty-Plate2-05	COI	SRR7986023	SAMN10187748	PRJNA494857
Empty-Plate2-06	COI	SRR7986022	SAMN10187749	PRJNA494857
Empty-Plate2-07	COI	SRR7986032	SAMN10187750	PRJNA494857
Empty-Plate2-08	COI	SRR7986031	SAMN10187751	PRJNA494857
Empty-Plate2-09	COI	SRR7985966	SAMN10187752	PRJNA494857
Empty-Plate2-10	COI	SRR7985967	SAMN10187753	PRJNA494857
Empty-Plate2-11	COI	SRR7985964	SAMN10187754	PRJNA494857
Empty-Plate2-12	COI	SRR7985965	SAMN10187755	PRJNA494857
Empty-Plate2-13	COI	SRR7985962	SAMN10187756	PRJNA494857
Empty-Plate2-14	COI	SRR7985963	SAMN10187757	PRJNA494857
Empty-Plate2-15	COI	SRR7985960	SAMN10187758	PRJNA494857
Empty-Plate2-16	COI	SRR7985961	SAMN10187759	PRJNA494857
Empty-Plate2-17	COI	SRR7985958	SAMN10187760	PRJNA494857
Empty-Plate2-18	COI	SRR7985959	SAMN10187761	PRJNA494857
Empty-Plate2-19	COI	SRR7985863	SAMN10187762	PRJNA494857
Empty-Plate2-20	COI	SRR7985862	SAMN10187763	PRJNA494857
Empty-Plate2-21	COI	SRR7985865	SAMN10187764	PRJNA494857
Empty-Plate2-22	COI	SRR7985864	SAMN10187765	PRJNA494857
Empty-Plate2-23	COI	SRR7985859	SAMN10187766	PRJNA494857
Empty-Plate2-24	COI	SRR7985858	SAMN10187767	PRJNA494857
Empty-Plate2-25	COI	SRR7985861	SAMN10187768	PRJNA494857
Empty-Plate2-26	COI	SRR7985860	SAMN10187769	PRJNA494857
Empty-Plate2-27	COI	SRR7985857	SAMN10187770	PRJNA494857
Empty-Plate2-30	COI	SRR7986179	SAMN10187773	PRJNA494857
Empty-Plate2-31	COI	SRR7986180	SAMN10187774	PRJNA494857
Empty-Plate2-33	COI	SRR7986174	SAMN10187776	PRJNA494857
Empty-Plate2-35	COI	SRR7986176	SAMN10187778	PRJNA494857
Empty-Plate2-36	COI	SRR7986177	SAMN10187779	PRJNA494857
Empty-Plate2-37	COI	SRR7986182	SAMN10187780	PRJNA494857
Empty-Plate2-42	COI	SRR7986072	SAMN10187785	PRJNA494857
Empty-Plate3-01	COI	SRR7986079	SAMN10187786	PRJNA494857
Empty-Plate3-02	COI	SRR7986078	SAMN10187787	PRJNA494857
Empty-Plate3-03	COI	SRR7986077	SAMN10187788	PRJNA494857
Empty-Plate3-04	COI	SRR7986076	SAMN10187789	PRJNA494857
Empty-Plate3-05	COI	SRR7986071	SAMN10187790	PRJNA494857
Empty-Plate3-06	COI	SRR7986070	SAMN10187791	PRJNA494857
Empty-Plate3-07	COI	SRR7986012	SAMN10187792	PRJNA494857
Empty-Plate3-08	COI	SRR7986013	SAMN10187793	PRJNA494857
Empty-Plate3-09	COI	SRR7986010	SAMN10187794	PRJNA494857
Empty-Plate3-10	COI	SRR7986011	SAMN10187795	PRJNA494857
Empty-Plate3-11	COI	SRR7986016	SAMN10187796	PRJNA494857
Empty-Plate3-12	COI	SRR7986017	SAMN10187797	PRJNA494857
Empty-Plate3-13	COI	SRR7986014	SAMN10187798	PRJNA494857
Empty-Plate3-14	COI	SRR7986015	SAMN10187799	PRJNA494857
Empty-Plate3-15	COI	SRR7986018	SAMN10187800	PRJNA494857
Empty-Plate3-16	COI	SRR7986019	SAMN10187801	PRJNA494857
Empty-Plate3-17	COI	SRR7985903	SAMN10187802	PRJNA494857
Empty-Plate3-18	COI	SRR7985902	SAMN10187803	PRJNA494857
Empty-Plate3-19	COI	SRR7985905	SAMN10187804	PRJNA494857
Empty-Plate3-20	COI	SRR7985904	SAMN10187805	PRJNA494857
Empty-Plate3-21	COI	SRR7985907	SAMN10187806	PRJNA494857
Empty-Plate3-22	COI	SRR7985906	SAMN10187807	PRJNA494857
Empty-Plate3-23	COI	SRR7985909	SAMN10187808	PRJNA494857
Empty-Plate3-24	COI	SRR7985908	SAMN10187809	PRJNA494857
Empty-Plate3-25	COI	SRR7985911	SAMN10187810	PRJNA494857
Empty-Plate3-26	COI	SRR7985910	SAMN10187811	PRJNA494857
Empty-Plate3-27	COI	SRR7986041	SAMN10187812	PRJNA494857
Empty-Plate3-28	COI	SRR7986042	SAMN10187813	PRJNA494857
Empty-Plate3-29	COI	SRR7986043	SAMN10187814	PRJNA494857
Empty-Plate3-30	COI	SRR7986044	SAMN10187815	PRJNA494857
Empty-Plate3-31	COI	SRR7986045	SAMN10187816	PRJNA494857
Empty-Plate3-32	COI	SRR7986046	SAMN10187817	PRJNA494857
Empty-Plate4-01	COI	SRR7986112	SAMN10187819	PRJNA494857
Empty-Plate4-02	COI	SRR7985976	SAMN10187820	PRJNA494857
Empty-Plate4-03	COI	SRR7986088	SAMN10187821	PRJNA494857
Empty-Plate4-04	COI	SRR7985845	SAMN10187822	PRJNA494857
Empty-Plate4-05	COI	SRR7985844	SAMN10187823	PRJNA494857
Empty-Plate4-06	COI	SRR7985843	SAMN10187824	PRJNA494857
Empty-Plate4-07	COI	SRR7985842	SAMN10187825	PRJNA494857
Empty-Plate4-08	COI	SRR7985841	SAMN10187826	PRJNA494857
Empty-Plate4-09	COI	SRR7985840	SAMN10187827	PRJNA494857
Empty-Plate4-11	COI	SRR7986069	SAMN10187829	PRJNA494857
Empty-Plate4-12	COI	SRR7985917	SAMN10187830	PRJNA494857
Empty-Plate4-14	COI	SRR7986109	SAMN10187832	PRJNA494857
Empty-Plate4-15	COI	SRR7986110	SAMN10187833	PRJNA494857
Empty-Plate4-16	COI	SRR7986107	SAMN10187834	PRJNA494857
Empty-Plate4-17	COI	SRR7986108	SAMN10187835	PRJNA494857
Empty-Plate4-18	COI	SRR7986105	SAMN10187836	PRJNA494857
Empty-Plate4-19	COI	SRR7986106	SAMN10187837	PRJNA494857
Empty-Plate4-20	COI	SRR7986103	SAMN10187838	PRJNA494857
Empty-Plate4-21	COI	SRR7986104	SAMN10187839	PRJNA494857
Empty-Plate4-22	COI	SRR7986101	SAMN10187840	PRJNA494857
Empty-Plate4-23	COI	SRR7986102	SAMN10187841	PRJNA494857
Empty-Plate4-24	COI	SRR7985816	SAMN10187842	PRJNA494857
Empty-Plate4-27	COI	SRR7985817	SAMN10187845	PRJNA494857
Empty-Plate4-28	COI	SRR7986197	SAMN10187846	PRJNA494857
Empty-Plate4-29	COI	SRR7986196	SAMN10187847	PRJNA494857
Empty-Plate4-30	COI	SRR7985814	SAMN10187848	PRJNA494857
Empty-Plate4-31	COI	SRR7986113	SAMN10187849	PRJNA494857
Empty-Plate4-32	COI	SRR7986195	SAMN10187850	PRJNA494857
Empty-Plate4-33	COI	SRR7986194	SAMN10187851	PRJNA494857
GUES1-01	COI	SRR7985880	SAMN10187852	PRJNA494857
GUES1-02	COI	SRR7985881	SAMN10187853	PRJNA494857
GUES1-03	COI	SRR7985882	SAMN10187854	PRJNA494857
GUES1-04	COI	SRR7985883	SAMN10187855	PRJNA494857
GUES1-05	COI	SRR7985876	SAMN10187856	PRJNA494857
GUES1-Blank	COI	SRR7985877	SAMN10187857	PRJNA494857
LDUN2-01	COI	SRR7985878	SAMN10187858	PRJNA494857
LDUN2-02	COI	SRR7985879	SAMN10187859	PRJNA494857
LDUN2-03	COI	SRR7985884	SAMN10187860	PRJNA494857
LDUN2-04	COI	SRR7985885	SAMN10187861	PRJNA494857
LDUN2-05	COI	SRR7985982	SAMN10187862	PRJNA494857
LDUN2-Blank	COI	SRR7985981	SAMN10187863	PRJNA494857
LDUN3-01	COI	SRR7985980	SAMN10187864	PRJNA494857
LDUN3-02	COI	SRR7985979	SAMN10187865	PRJNA494857
LDUN3-03	COI	SRR7985986	SAMN10187866	PRJNA494857
LDUN3-04	COI	SRR7985985	SAMN10187867	PRJNA494857
LDUN3-05	COI	SRR7985984	SAMN10187868	PRJNA494857
LDUN3-Blank	COI	SRR7985983	SAMN10187869	PRJNA494857
MYST-01	COI	SRR7985988	SAMN10187870	PRJNA494857
MYST-02	COI	SRR7985987	SAMN10187871	PRJNA494857
MYST-03	COI	SRR7986138	SAMN10187872	PRJNA494857
MYST-04	COI	SRR7986139	SAMN10187873	PRJNA494857
MYST-05	COI	SRR7986136	SAMN10187874	PRJNA494857
MYST-Blank	COI	SRR7986137	SAMN10187875	PRJNA494857
Negative-Plate1-01	COI	SRR7986142	SAMN10187876	PRJNA494857
Negative-Plate1-02	COI	SRR7986143	SAMN10187877	PRJNA494857
Negative-Plate1-03	COI	SRR7986140	SAMN10187878	PRJNA494857
Negative-Plate2-01	COI	SRR7986141	SAMN10187879	PRJNA494857
Negative-Plate2-02	COI	SRR7986144	SAMN10187880	PRJNA494857
Negative-Plate2-03	COI	SRR7986145	SAMN10187881	PRJNA494857
Negative-Plate2-06	COI	SRR7985869	SAMN10187884	PRJNA494857
Negative-Plate3-01	COI	SRR7985868	SAMN10187885	PRJNA494857
Negative-Plate4-01	COI	SRR7985871	SAMN10187886	PRJNA494857
OTOM-01	COI	SRR7985870	SAMN10187887	PRJNA494857
OTOM-02	COI	SRR7985873	SAMN10187888	PRJNA494857
OTOM-03	COI	SRR7985872	SAMN10187889	PRJNA494857
OTOM-04	COI	SRR7985875	SAMN10187890	PRJNA494857
OTOM-05	COI	SRR7985874	SAMN10187891	PRJNA494857
OTOM-Blank	COI	SRR7985918	SAMN10187892	PRJNA494857
POFA4-01	COI	SRR7985919	SAMN10187893	PRJNA494857
POFA4-02	COI	SRR7985920	SAMN10187894	PRJNA494857
POFA4-03	COI	SRR7985921	SAMN10187895	PRJNA494857
POFA4-04	COI	SRR7985922	SAMN10187896	PRJNA494857
POFA4-05	COI	SRR7985923	SAMN10187897	PRJNA494857
POFA4-Blank	COI	SRR7985924	SAMN10187898	PRJNA494857
POHI-01	COI	SRR7985925	SAMN10187899	PRJNA494857
POHI-02	COI	SRR7985914	SAMN10187900	PRJNA494857
POHI-03	COI	SRR7985915	SAMN10187901	PRJNA494857
POHI-04	COI	SRR7986040	SAMN10187902	PRJNA494857
POHI-05	COI	SRR7986039	SAMN10187903	PRJNA494857
POHI-Blank	COI	SRR7986038	SAMN10187904	PRJNA494857
Positive-Plate1-01	COI	SRR7986037	SAMN10187905	PRJNA494857
Positive-Plate1-02	COI	SRR7986036	SAMN10187906	PRJNA494857
Positive-Plate1-03	COI	SRR7986035	SAMN10187907	PRJNA494857
Positive-Plate2-01	COI	SRR7986034	SAMN10187908	PRJNA494857
Positive-Plate2-02	COI	SRR7986033	SAMN10187909	PRJNA494857
Positive-Plate2-03	COI	SRR7986048	SAMN10187910	PRJNA494857
Positive-Plate2-04	COI	SRR7986047	SAMN10187911	PRJNA494857
Positive-Plate2-05	COI	SRR7985974	SAMN10187912	PRJNA494857
Positive-Plate2-06	COI	SRR7985975	SAMN10187913	PRJNA494857
Positive-Plate3-01	COI	SRR7985972	SAMN10187914	PRJNA494857
Positive-Plate4-01	COI	SRR7985973	SAMN10187915	PRJNA494857
PYES2-01	COI	SRR7985970	SAMN10187916	PRJNA494857
PYES2-02	COI	SRR7985971	SAMN10187917	PRJNA494857
PYES2-03	COI	SRR7985968	SAMN10187918	PRJNA494857
PYES2-04	COI	SRR7985969	SAMN10187919	PRJNA494857
PYES2-05	COI	SRR7985977	SAMN10187920	PRJNA494857
PYES2-Blank	COI	SRR7985978	SAMN10187921	PRJNA494857
RAIL-01	COI	SRR7986085	SAMN10187922	PRJNA494857
RAIL-02	COI	SRR7986084	SAMN10187923	PRJNA494857
RAIL-03	COI	SRR7986087	SAMN10187924	PRJNA494857
RAIL-04	COI	SRR7986086	SAMN10187925	PRJNA494857
RAIL-05	COI	SRR7986081	SAMN10187926	PRJNA494857
RAIL-Blank	COI	SRR7986080	SAMN10187927	PRJNA494857
SABA-01	COI	SRR7986083	SAMN10187928	PRJNA494857
SABA-02	COI	SRR7986082	SAMN10187929	PRJNA494857
SABA-03	COI	SRR7986090	SAMN10187930	PRJNA494857
SABA-04	COI	SRR7986089	SAMN10187931	PRJNA494857
SABA-05	COI	SRR7986129	SAMN10187932	PRJNA494857
SABA-Blank	COI	SRR7986128	SAMN10187933	PRJNA494857
SKEY1-1-01	COI	SRR7986131	SAMN10187934	PRJNA494857
SKEY1-1-02	COI	SRR7986130	SAMN10187935	PRJNA494857
SKEY1-1-03	COI	SRR7986125	SAMN10187936	PRJNA494857
SKEY1-1-04	COI	SRR7986124	SAMN10187937	PRJNA494857
SKEY1-1-05	COI	SRR7986127	SAMN10187938	PRJNA494857
SKEY1-1-06	COI	SRR7986126	SAMN10187939	PRJNA494857
SKEY1-1-07	COI	SRR7986133	SAMN10187940	PRJNA494857
SKEY1-1-08	COI	SRR7986132	SAMN10187941	PRJNA494857
SKEY1-1-09	COI	SRR7986005	SAMN10187942	PRJNA494857
SKEY1-1-10	COI	SRR7986006	SAMN10187943	PRJNA494857
SKEY1-1-11	COI	SRR7986003	SAMN10187944	PRJNA494857
SKEY1-1-12	COI	SRR7986004	SAMN10187945	PRJNA494857
SKEY1-2-01	COI	SRR7986001	SAMN10187946	PRJNA494857
SKEY1-2-02	COI	SRR7986002	SAMN10187947	PRJNA494857
SKEY1-2-03	COI	SRR7985999	SAMN10187948	PRJNA494857
SKEY1-2-04	COI	SRR7986000	SAMN10187949	PRJNA494857
SKEY1-2-05	COI	SRR7986008	SAMN10187950	PRJNA494857
SKEY1-2-06	COI	SRR7986009	SAMN10187951	PRJNA494857
SKEY1-2-07	COI	SRR7985897	SAMN10187952	PRJNA494857
SKEY1-2-08	COI	SRR7985896	SAMN10187953	PRJNA494857
SKEY1-2-09	COI	SRR7985895	SAMN10187954	PRJNA494857
SKEY1-2-10	COI	SRR7985894	SAMN10187955	PRJNA494857
SKEY1-2-11	COI	SRR7985901	SAMN10187956	PRJNA494857
SKEY1-2-12	COI	SRR7985900	SAMN10187957	PRJNA494857
SKEY1-3-01	COI	SRR7985899	SAMN10187958	PRJNA494857
SKEY1-3-02	COI	SRR7985898	SAMN10187959	PRJNA494857
SKEY1-3-03	COI	SRR7985889	SAMN10187960	PRJNA494857
SKEY1-3-04	COI	SRR7985888	SAMN10187961	PRJNA494857
SKEY1-3-05	COI	SRR7986146	SAMN10187962	PRJNA494857
SKEY1-3-06	COI	SRR7986171	SAMN10187963	PRJNA494857
SKEY1-3-07	COI	SRR7986172	SAMN10187964	PRJNA494857
SKEY1-3-08	COI	SRR7986173	SAMN10187965	PRJNA494857
SKEY1-3-09	COI	SRR7986166	SAMN10187966	PRJNA494857
SKEY1-3-10	COI	SRR7986167	SAMN10187967	PRJNA494857
SKEY1-3-11	COI	SRR7986168	SAMN10187968	PRJNA494857
SKEY1-3-12	COI	SRR7986169	SAMN10187969	PRJNA494857
SKEY1-4-01	COI	SRR7986134	SAMN10187970	PRJNA494857
SKEY1-4-02	COI	SRR7986135	SAMN10187971	PRJNA494857
SKEY1-4-03	COI	SRR7986151	SAMN10187972	PRJNA494857
SKEY1-4-04	COI	SRR7986150	SAMN10187973	PRJNA494857
SKEY1-4-05	COI	SRR7986153	SAMN10187974	PRJNA494857
SKEY1-4-06	COI	SRR7986152	SAMN10187975	PRJNA494857
SKEY1-4-07	COI	SRR7986155	SAMN10187976	PRJNA494857
SKEY1-4-08	COI	SRR7986154	SAMN10187977	PRJNA494857
SKEY1-4-09	COI	SRR7986157	SAMN10187978	PRJNA494857
SKEY1-4-10	COI	SRR7986156	SAMN10187979	PRJNA494857
SKEY1-4-11	COI	SRR7986149	SAMN10187980	PRJNA494857
SKEY1-4-12	COI	SRR7986148	SAMN10187981	PRJNA494857
SKEY1-5-01	COI	SRR7986053	SAMN10187982	PRJNA494857
SKEY1-5-02	COI	SRR7986054	SAMN10187983	PRJNA494857
SKEY1-5-03	COI	SRR7986051	SAMN10187984	PRJNA494857
SKEY1-5-04	COI	SRR7986052	SAMN10187985	PRJNA494857
SKEY1-5-05	COI	SRR7986057	SAMN10187986	PRJNA494857
SKEY1-5-06	COI	SRR7986058	SAMN10187987	PRJNA494857
SKEY1-5-07	COI	SRR7986055	SAMN10187988	PRJNA494857
SKEY1-5-08	COI	SRR7986056	SAMN10187989	PRJNA494857
SKEY1-5-09	COI	SRR7986049	SAMN10187990	PRJNA494857
SKEY1-5-10	COI	SRR7986050	SAMN10187991	PRJNA494857
SKEY1-5-11	COI	SRR7985937	SAMN10187992	PRJNA494857
SKEY1-5-12	COI	SRR7985936	SAMN10187993	PRJNA494857
SKEY1-Blank	COI	SRR7985935	SAMN10187994	PRJNA494857
THW-01	COI	SRR7985934	SAMN10187995	PRJNA494857
THW-02	COI	SRR7985933	SAMN10187996	PRJNA494857
THW-03	COI	SRR7985932	SAMN10187997	PRJNA494857
THW-04	COI	SRR7985931	SAMN10187998	PRJNA494857
THW-05	COI	SRR7985930	SAMN10187999	PRJNA494857
THW-Blank	COI	SRR7985913	SAMN10188000	PRJNA494857
VALE-01	COI	SRR7985912	SAMN10188001	PRJNA494857
VALE-02	COI	SRR7985829	SAMN10188002	PRJNA494857
VALE-03	COI	SRR7985830	SAMN10188003	PRJNA494857
VALE-04	COI	SRR7985831	SAMN10188004	PRJNA494857
VALE-05	COI	SRR7985832	SAMN10188005	PRJNA494857
VALE-Blank	COI	SRR7985833	SAMN10188006	PRJNA494857
WADD10-01	COI	SRR7985834	SAMN10188007	PRJNA494857
WADD10-02	COI	SRR7985835	SAMN10188008	PRJNA494857
WADD10-03	COI	SRR7985836	SAMN10188009	PRJNA494857
WADD10-04	COI	SRR7985837	SAMN10188010	PRJNA494857
WADD10-05	COI	SRR7985838	SAMN10188011	PRJNA494857
WADD10-Blank	COI	SRR7986191	SAMN10188012	PRJNA494857
WADD11-01	COI	SRR7986190	SAMN10188013	PRJNA494857
WADD11-02	COI	SRR7986193	SAMN10188014	PRJNA494857
WADD11-03	COI	SRR7986192	SAMN10188015	PRJNA494857
WADD11-04	COI	SRR7986187	SAMN10188016	PRJNA494857
WADD11-05	COI	SRR7986186	SAMN10188017	PRJNA494857
WADD11-Blank	COI	SRR7986189	SAMN10188018	PRJNA494857
WADD17-1-01	COI	SRR7986188	SAMN10188019	PRJNA494857
WADD17-1-02	COI	SRR7986185	SAMN10188020	PRJNA494857
WADD17-1-03	COI	SRR7986184	SAMN10188021	PRJNA494857
WADD17-1-04	COI	SRR7986099	SAMN10188022	PRJNA494857
WADD17-1-05	COI	SRR7986100	SAMN10188023	PRJNA494857
WADD17-1-06	COI	SRR7986097	SAMN10188024	PRJNA494857
WADD17-1-07	COI	SRR7986098	SAMN10188025	PRJNA494857
WADD17-1-08	COI	SRR7986095	SAMN10188026	PRJNA494857
WADD17-1-09	COI	SRR7986096	SAMN10188027	PRJNA494857
WADD17-1-10	COI	SRR7986093	SAMN10188028	PRJNA494857
WADD17-1-11	COI	SRR7986094	SAMN10188029	PRJNA494857
WADD17-1-12	COI	SRR7986091	SAMN10188030	PRJNA494857
WADD17-2-01	COI	SRR7986092	SAMN10188031	PRJNA494857
WADD17-2-02	COI	SRR7985852	SAMN10188032	PRJNA494857
WADD17-2-03	COI	SRR7985853	SAMN10188033	PRJNA494857
WADD17-2-04	COI	SRR7985854	SAMN10188034	PRJNA494857
WADD17-2-05	COI	SRR7985855	SAMN10188035	PRJNA494857
WADD17-2-06	COI	SRR7985848	SAMN10188036	PRJNA494857
WADD17-2-07	COI	SRR7985849	SAMN10188037	PRJNA494857
WADD17-2-08	COI	SRR7985850	SAMN10188038	PRJNA494857
WADD17-2-09	COI	SRR7985851	SAMN10188039	PRJNA494857
WADD17-2-10	COI	SRR7985846	SAMN10188040	PRJNA494857
WADD17-2-11	COI	SRR7985847	SAMN10188041	PRJNA494857
WADD17-2-12	COI	SRR7985953	SAMN10188042	PRJNA494857
WADD17-3-01	COI	SRR7985952	SAMN10188043	PRJNA494857
WADD17-3-02	COI	SRR7985951	SAMN10188044	PRJNA494857
WADD17-3-03	COI	SRR7985950	SAMN10188045	PRJNA494857
WADD17-3-04	COI	SRR7985957	SAMN10188046	PRJNA494857
WADD17-3-05	COI	SRR7985956	SAMN10188047	PRJNA494857
WADD17-3-06	COI	SRR7985955	SAMN10188048	PRJNA494857
WADD17-3-07	COI	SRR7985954	SAMN10188049	PRJNA494857
WADD17-3-08	COI	SRR7985949	SAMN10188050	PRJNA494857
WADD17-3-09	COI	SRR7985948	SAMN10188051	PRJNA494857
WADD17-3-10	COI	SRR7986065	SAMN10188052	PRJNA494857
WADD17-3-11	COI	SRR7986066	SAMN10188053	PRJNA494857
WADD17-3-12	COI	SRR7986063	SAMN10188054	PRJNA494857
WADD17-4-01	COI	SRR7986064	SAMN10188055	PRJNA494857
WADD17-4-02	COI	SRR7986061	SAMN10188056	PRJNA494857
WADD17-4-03	COI	SRR7986062	SAMN10188057	PRJNA494857
WADD17-4-04	COI	SRR7986059	SAMN10188058	PRJNA494857
WADD17-4-05	COI	SRR7986060	SAMN10188059	PRJNA494857
WADD17-4-06	COI	SRR7986067	SAMN10188060	PRJNA494857
WADD17-4-07	COI	SRR7986068	SAMN10188061	PRJNA494857
WADD17-4-08	COI	SRR7986163	SAMN10188062	PRJNA494857
WADD17-4-09	COI	SRR7986162	SAMN10188063	PRJNA494857
WADD17-4-10	COI	SRR7986165	SAMN10188064	PRJNA494857
WADD17-4-11	COI	SRR7986164	SAMN10188065	PRJNA494857
WADD17-4-12	COI	SRR7986159	SAMN10188066	PRJNA494857
WADD17-5-01	COI	SRR7986158	SAMN10188067	PRJNA494857
WADD17-5-02	COI	SRR7986161	SAMN10188068	PRJNA494857
WADD17-5-03	COI	SRR7986160	SAMN10188069	PRJNA494857
WADD17-5-04	COI	SRR7986147	SAMN10188070	PRJNA494857
WADD17-5-05	COI	SRR7986170	SAMN10188071	PRJNA494857
WADD17-5-06	COI	SRR7985886	SAMN10188072	PRJNA494857
WADD17-5-07	COI	SRR7985887	SAMN10188073	PRJNA494857
WADD17-5-08	COI	SRR7986020	SAMN10188074	PRJNA494857
WADD17-5-09	COI	SRR7986021	SAMN10188075	PRJNA494857
WADD17-5-10	COI	SRR7985890	SAMN10188076	PRJNA494857
WADD17-5-11	COI	SRR7985891	SAMN10188077	PRJNA494857
WADD17-5-12	COI	SRR7985892	SAMN10188078	PRJNA494857
WADD17-Blank	COI	SRR7985893	SAMN10188079	PRJNA494857
WADD3-01	COI	SRR7986026	SAMN10188080	PRJNA494857
WADD3-02	COI	SRR7986030	SAMN10188081	PRJNA494857
WADD3-03	COI	SRR7985998	SAMN10188082	PRJNA494857
WADD3-04	COI	SRR7985997	SAMN10188083	PRJNA494857
WADD3-05	COI	SRR7985996	SAMN10188084	PRJNA494857
WADD3-Blank	COI	SRR7985995	SAMN10188085	PRJNA494857
WOFA1-01	COI	SRR7985994	SAMN10188086	PRJNA494857
WOFA1-02	COI	SRR7985993	SAMN10188087	PRJNA494857
WOFA1-03	COI	SRR7985992	SAMN10188088	PRJNA494857
WOFA1-04	COI	SRR7985991	SAMN10188089	PRJNA494857
WOFA1-05	COI	SRR7985990	SAMN10188090	PRJNA494857
WOFA1-Blank	COI	SRR7985989	SAMN10188091	PRJNA494857
WOFA2-01	COI	SRR7986118	SAMN10188092	PRJNA494857
WOFA2-02	COI	SRR7986119	SAMN10188093	PRJNA494857
WOFA2-03	COI	SRR7986116	SAMN10188094	PRJNA494857
WOFA2-04	COI	SRR7986117	SAMN10188095	PRJNA494857
WOFA2-05	COI	SRR7986122	SAMN10188096	PRJNA494857
WOFA2-Blank	COI	SRR7986123	SAMN10188097	PRJNA494857
WOFA3-01	COI	SRR7986120	SAMN10188098	PRJNA494857
WOFA3-02	COI	SRR7986121	SAMN10188099	PRJNA494857
WOFA3-03	COI	SRR7986114	SAMN10188100	PRJNA494857
WOFA3-04	COI	SRR7986115	SAMN10188101	PRJNA494857
WOFA3-05	COI	SRR7985822	SAMN10188102	PRJNA494857
WOFA3-Blank	COI	SRR7985821	SAMN10188103	PRJNA494857
WOOD-01	COI	SRR7985824	SAMN10188104	PRJNA494857
WOOD-02	COI	SRR7985823	SAMN10188105	PRJNA494857
WOOD-03	COI	SRR7985826	SAMN10188106	PRJNA494857
WOOD-04	COI	SRR7985825	SAMN10188107	PRJNA494857
WOOD-05	COI	SRR7985828	SAMN10188108	PRJNA494857
WOOD-Blank	COI	SRR7985827	SAMN10188109	PRJNA494857
WRONG-01	COI	SRR7985820	SAMN10188110	PRJNA494857
WRONG-02	COI	SRR7985819	SAMN10188111	PRJNA494857
WRONG-03	COI	SRR7985926	SAMN10188112	PRJNA494857
WRONG-04	COI	SRR7985927	SAMN10188113	PRJNA494857
WRONG-05	COI	SRR7985928	SAMN10188114	PRJNA494857
WRONG-Blank	COI	SRR7985929	SAMN10188115	PRJNA494857
